23.56451333,87.28308833 
23.55935299,87.28474218
23.55974686,87.29105167
23.55965167,87.29900667
23.55931403,87.30367498
23.55638,87.30353167
23.55445233,87.30515905
23.55279833,87.307795 
23.55008554,87.31226513
23.54802885,87.31577618
23.54631667,87.31860333
23.54211667,87.32569833
23.54010934,87.32957257
23.53770508,87.33396174
23.53592833,87.33740167
23.53399268,87.34188019
23.53199333,87.34505167
23.52723683,87.3419682
23.52420126,87.33997251
23.52339667,87.33937167
23.52044561,87.34130574
23.51962532,87.34278082
23.51899,87.34383
23.51776833,87.34604333
23.515995,87.34921833
23.51532593,87.35206865
23.5158748,87.3548276
23.51829,87.35794167
23.51685333,87.36022
23.51494,87.35891833
23.51288183,87.35758133
23.51078667,87.3562
23.50864229,87.35480909
23.50425167,87.35286333
23.50106226,87.34520472
23.49794025,87.33748374
23.49778284,87.33484252
23.497285,87.32887333 
23.4968894,87.32435897
23.50697833,87.31082333
23.503625,87.30776333
23.50026162,87.30606288
23.49495833,87.31682833
