23.56438779,87.28277716,,0
23.57076323,87.2829176,,1
23.57204343,87.27848548,,2
23.5734457,87.27666726,,3
23.57642002,87.27497626,,4
23.57948477,87.27351833,,5
23.58205281,87.2761636,,6
23.58025667,87.27947167,,7
23.57863,87.28272167,,8
23.58271667,87.28331667,,9
23.58873835,87.28202044,,10
23.59054167,87.28463,,11
23.580015,87.28747167,,12
23.57908612,87.29148326,,13
23.57496246,87.29146156,,14
23.57414833,87.29571,,15
23.57410167,87.29928333,,16
23.57212274,87.30253112,,17
23.56799382,87.2987335,,18
23.56258833,87.29875,,19
23.55993736,87.29871382,,20
23.55741833,87.29876333,,21
23.55220667,87.29699333,,22
23.5483295,87.30127809,,23
23.54822167,87.30379167,,24
23.54659624,87.30988713,,25
23.54437833,87.30828167,,26
23.5423244,87.3067764,,27
23.54342504,87.30459755,,28
23.54474026,87.30237214,,29
23.54333167,87.30119,,30
23.54172,87.300085,,31
23.53887,87.29820833,,32
23.5374344,87.29668649,,33
23.53572,87.29775,,34
23.53314,87.30674667,,35
23.52823644,87.31113246,,36
23.51894167,87.31128333,,37
23.51071639,87.31069482,,38
23.50363167,87.30775667,,39
23.50032781,87.30609325,,40
23.49453167,87.31712833,,41
